"date","year","month_of_year","month","city","country","max_temp_c","min_temp_c","avg_temp_c"
2023-11-16,2023.0,November ,11.0,Tokyo,Japan,16.90,11.70,14.40
2023-11-03,2023.0,November ,11.0,Tokyo,Japan,23.70,18.80,21.10
2023-11-14,2023.0,November ,11.0,Tokyo,Japan,15.40,10.20,13.00
2023-11-12,2023.0,November ,11.0,Tokyo,Japan,11.90,9.80,10.60
2023-11-28,2023.0,November ,11.0,Tokyo,Japan,20.20,12.80,15.30
2023-11-11,2023.0,November ,11.0,Tokyo,Japan,17.60,12.90,14.90
2023-11-24,2023.0,November ,11.0,Tokyo,Japan,21.30,13.00,17.10
2023-11-21,2023.0,November ,11.0,Tokyo,Japan,17.50,9.90,13.70
2023-11-27,2023.0,November ,11.0,Tokyo,Japan,14.80,10.20,12.50
2023-11-25,2023.0,November ,11.0,Tokyo,Japan,13.40,10.20,11.60
2023-11-08,2023.0,November ,11.0,Tokyo,Japan,19.80,16.20,17.90
2023-11-19,2023.0,November ,11.0,Tokyo,Japan,15.90,10.20,13.20
2023-11-23,2023.0,November ,11.0,Tokyo,Japan,19.80,14.30,16.60
2023-11-30,2023.0,November ,11.0,Tokyo,Japan,15.00,9.30,12.00
2023-11-29,2023.0,November ,11.0,Tokyo,Japan,15.50,11.00,13.20
2023-11-02,2023.0,November ,11.0,Tokyo,Japan,23.90,17.90,20.80
2023-11-04,2023.0,November ,11.0,Tokyo,Japan,24.40,18.90,21.60
2023-11-20,2023.0,November ,11.0,Tokyo,Japan,17.00,11.90,13.70
2023-11-07,2023.0,November ,11.0,Tokyo,Japan,24.10,18.40,22.10
2023-11-01,2023.0,November ,11.0,Tokyo,Japan,21.50,17.10,19.30
2023-11-10,2023.0,November ,11.0,Tokyo,Japan,19.70,16.00,17.90
2023-11-15,2023.0,November ,11.0,Tokyo,Japan,14.50,12.00,13.20
2023-12-03,2023.0,December ,12.0,Tokyo,Japan,13.60,8.30,10.60
2023-12-16,2023.0,December ,12.0,Tokyo,Japan,17.70,12.50,15.60
2023-12-27,2023.0,December ,12.0,Tokyo,Japan,11.50,7.60,9.20
2023-12-21,2023.0,December ,12.0,Tokyo,Japan,9.80,7.00,8.30
2023-12-15,2023.0,December ,12.0,Tokyo,Japan,16.10,10.60,12.50
2023-12-19,2023.0,December ,12.0,Tokyo,Japan,7.40,6.00,6.80
2023-12-29,2023.0,December ,12.0,Tokyo,Japan,13.40,6.60,9.80
2023-12-30,2023.0,December ,12.0,Tokyo,Japan,12.10,7.70,10.10
2023-12-01,2023.0,December ,12.0,Tokyo,Japan,10.70,8.30,9.50
2023-12-22,2023.0,December ,12.0,Tokyo,Japan,8.00,4.70,6.50
2023-12-13,2023.0,December ,12.0,Tokyo,Japan,13.40,10.00,11.70
2023-12-23,2023.0,December ,12.0,Tokyo,Japan,7.50,3.70,5.90
2023-12-24,2023.0,December ,12.0,Tokyo,Japan,8.90,5.00,6.90
2023-12-06,2023.0,December ,12.0,Tokyo,Japan,14.80,10.30,12.70
2023-12-14,2023.0,December ,12.0,Tokyo,Japan,13.80,9.90,12.00
2023-12-08,2023.0,December ,12.0,Tokyo,Japan,14.50,9.60,12.30
2023-12-04,2023.0,December ,12.0,Tokyo,Japan,12.40,8.50,10.80
2023-12-07,2023.0,December ,12.0,Tokyo,Japan,18.00,11.50,14.10
2023-12-11,2023.0,December ,12.0,Tokyo,Japan,14.30,13.00,13.60
2023-12-31,2023.0,December ,12.0,Tokyo,Japan,10.60,8.00,9.00
2023-12-05,2023.0,December ,12.0,Tokyo,Japan,11.60,9.40,10.70
2023-12-18,2023.0,December ,12.0,Tokyo,Japan,9.20,6.30,7.80
2023-12-17,2023.0,December ,12.0,Tokyo,Japan,15.40,8.40,11.80
2023-12-25,2023.0,December ,12.0,Tokyo,Japan,9.70,5.60,7.80
2023-12-09,2023.0,December ,12.0,Tokyo,Japan,16.50,11.40,14.00
2023-12-20,2023.0,December ,12.0,Tokyo,Japan,11.50,7.60,9.50
2023-12-02,2023.0,December ,12.0,Tokyo,Japan,11.50,7.80,9.80
2023-12-28,2023.0,December ,12.0,Tokyo,Japan,7.80,6.70,7.30
2023-12-10,2023.0,December ,12.0,Tokyo,Japan,17.60,12.10,14.80
2023-12-12,2023.0,December ,12.0,Tokyo,Japan,14.20,11.30,12.50
2023-12-26,2023.0,December ,12.0,Tokyo,Japan,11.40,6.10,8.60
2024-01-25,2024.0,January  ,1.0,Tokyo,Japan,7.80,2.70,4.90
2024-01-22,2024.0,January  ,1.0,Tokyo,Japan,7.20,6.00,6.70
2024-01-07,2024.0,January  ,1.0,Tokyo,Japan,11.20,8.50,9.80
2024-01-18,2024.0,January  ,1.0,Tokyo,Japan,11.50,6.00,8.80
2024-01-04,2024.0,January  ,1.0,Tokyo,Japan,13.10,8.30,10.20
2024-01-06,2024.0,January  ,1.0,Tokyo,Japan,12.80,8.00,10.30
2024-01-31,2024.0,January  ,1.0,Tokyo,Japan,13.60,6.70,10.10
2024-01-21,2024.0,January  ,1.0,Tokyo,Japan,10.70,6.70,8.40
2024-01-12,2024.0,January  ,1.0,Tokyo,Japan,10.40,4.80,7.60
2024-01-13,2024.0,January  ,1.0,Tokyo,Japan,10.50,1.90,6.60
2024-01-14,2024.0,January  ,1.0,Tokyo,Japan,11.00,2.40,6.50
2024-01-01,2024.0,January  ,1.0,Tokyo,Japan,11.50,7.90,10.00
2024-01-11,2024.0,January  ,1.0,Tokyo,Japan,7.90,4.70,6.60
2024-01-19,2024.0,January  ,1.0,Tokyo,Japan,12.10,9.30,10.20
2024-01-15,2024.0,January  ,1.0,Tokyo,Japan,9.70,4.70,7.50
2024-01-29,2024.0,January  ,1.0,Tokyo,Japan,9.70,4.60,7.50
2024-01-02,2024.0,January  ,1.0,Tokyo,Japan,8.50,6.60,7.60
2024-01-20,2024.0,January  ,1.0,Tokyo,Japan,9.80,7.00,8.60
2024-01-28,2024.0,January  ,1.0,Tokyo,Japan,9.40,5.40,7.40
2024-01-08,2024.0,January  ,1.0,Tokyo,Japan,8.50,4.70,6.80
2024-01-27,2024.0,January  ,1.0,Tokyo,Japan,9.70,3.80,6.80
2024-01-26,2024.0,January  ,1.0,Tokyo,Japan,9.40,2.70,5.70
2024-01-03,2024.0,January  ,1.0,Tokyo,Japan,11.20,7.20,9.40
2024-01-23,2024.0,January  ,1.0,Tokyo,Japan,8.80,4.00,7.60
2024-01-10,2024.0,January  ,1.0,Tokyo,Japan,11.10,6.10,8.30
2024-01-05,2024.0,January  ,1.0,Tokyo,Japan,13.70,7.20,9.60
2024-01-30,2024.0,January  ,1.0,Tokyo,Japan,10.90,6.50,8.80
2024-01-17,2024.0,January  ,1.0,Tokyo,Japan,9.30,3.00,6.40
2024-01-24,2024.0,January  ,1.0,Tokyo,Japan,6.80,3.20,4.80
2024-01-09,2024.0,January  ,1.0,Tokyo,Japan,10.10,4.00,6.90
2024-01-16,2024.0,January  ,1.0,Tokyo,Japan,7.20,3.50,5.30
2024-02-23,2024.0,February ,2.0,Tokyo,Japan,5.20,3.20,4.20
2024-02-01,2024.0,February ,2.0,Tokyo,Japan,14.40,6.30,10.40
2024-02-12,2024.0,February ,2.0,Tokyo,Japan,11.40,4.30,7.60
2024-02-06,2024.0,February ,2.0,Tokyo,Japan,3.40,1.30,2.30
2024-02-28,2024.0,February ,2.0,Tokyo,Japan,11.50,4.70,7.90
2024-02-15,2024.0,February ,2.0,Tokyo,Japan,18.00,10.30,14.20
2024-02-24,2024.0,February ,2.0,Tokyo,Japan,7.60,2.90,5.50
2024-02-04,2024.0,February ,2.0,Tokyo,Japan,9.30,6.70,7.80
2024-02-27,2024.0,February ,2.0,Tokyo,Japan,11.00,5.60,8.00
2024-02-18,2024.0,February ,2.0,Tokyo,Japan,13.90,10.00,11.70
2024-02-13,2024.0,February ,2.0,Tokyo,Japan,14.40,6.10,10.20
2024-02-19,2024.0,February ,2.0,Tokyo,Japan,15.60,12.50,14.20
2024-02-07,2024.0,February ,2.0,Tokyo,Japan,7.70,1.80,4.60
2024-02-21,2024.0,February ,2.0,Tokyo,Japan,11.80,8.00,9.40
2024-02-17,2024.0,February ,2.0,Tokyo,Japan,12.00,6.70,9.40
2024-02-20,2024.0,February ,2.0,Tokyo,Japan,20.00,11.90,16.50
2024-02-05,2024.0,February ,2.0,Tokyo,Japan,6.90,1.10,4.10
2024-02-29,2024.0,February ,2.0,Tokyo,Japan,11.40,6.30,8.60
2024-02-02,2024.0,February ,2.0,Tokyo,Japan,5.80,3.20,4.60
2024-02-14,2024.0,February ,2.0,Tokyo,Japan,14.80,8.40,11.90
2024-02-03,2024.0,February ,2.0,Tokyo,Japan,9.40,4.00,6.90
2024-02-22,2024.0,February ,2.0,Tokyo,Japan,8.00,4.20,6.20
2024-02-16,2024.0,February ,2.0,Tokyo,Japan,15.20,7.50,10.30
2024-02-26,2024.0,February ,2.0,Tokyo,Japan,11.90,5.90,8.30
2024-02-08,2024.0,February ,2.0,Tokyo,Japan,10.10,4.60,7.40
2024-02-10,2024.0,February ,2.0,Tokyo,Japan,10.00,6.00,8.10
2024-02-11,2024.0,February ,2.0,Tokyo,Japan,8.90,4.40,6.90
2024-02-09,2024.0,February ,2.0,Tokyo,Japan,9.70,5.40,7.60
2024-02-25,2024.0,February ,2.0,Tokyo,Japan,6.70,4.40,5.50
2024-03-07,2024.0,March    ,3.0,Tokyo,Japan,8.80,4.00,6.40
2024-03-12,2024.0,March    ,3.0,Tokyo,Japan,11.90,6.60,9.70
2024-03-09,2024.0,March    ,3.0,Tokyo,Japan,10.40,4.50,6.80
2024-03-10,2024.0,March    ,3.0,Tokyo,Japan,10.40,4.70,7.20
2024-03-08,2024.0,March    ,3.0,Tokyo,Japan,6.80,2.40,4.40
2024-03-22,2024.0,March    ,3.0,Tokyo,Japan,10.70,4.50,7.50
2024-03-27,2024.0,March    ,3.0,Tokyo,Japan,13.40,4.90,9.30
2024-03-05,2024.0,March    ,3.0,Tokyo,Japan,9.20,5.50,7.60
2024-03-19,2024.0,March    ,3.0,Tokyo,Japan,11.30,5.60,8.50
2024-03-26,2024.0,March    ,3.0,Tokyo,Japan,11.20,6.20,9.10
2024-03-25,2024.0,March    ,3.0,Tokyo,Japan,12.80,10.80,11.70
2024-03-14,2024.0,March    ,3.0,Tokyo,Japan,13.00,7.10,10.10
2024-03-03,2024.0,March    ,3.0,Tokyo,Japan,11.80,4.90,8.20
2024-03-04,2024.0,March    ,3.0,Tokyo,Japan,13.90,6.90,10.00
2024-03-21,2024.0,March    ,3.0,Tokyo,Japan,8.80,4.20,6.40
2024-03-17,2024.0,March    ,3.0,Tokyo,Japan,20.40,12.10,16.20
2024-03-20,2024.0,March    ,3.0,Tokyo,Japan,14.00,7.00,10.20
2024-03-06,2024.0,March    ,3.0,Tokyo,Japan,7.40,2.60,5.20
2024-03-02,2024.0,March    ,3.0,Tokyo,Japan,9.00,3.70,5.90
2024-03-13,2024.0,March    ,3.0,Tokyo,Japan,12.60,7.10,9.70
2024-03-18,2024.0,March    ,3.0,Tokyo,Japan,15.20,6.80,10.00
2024-03-24,2024.0,March    ,3.0,Tokyo,Japan,14.10,8.50,11.50
2024-03-11,2024.0,March    ,3.0,Tokyo,Japan,11.40,4.70,8.40
2024-03-01,2024.0,March    ,3.0,Tokyo,Japan,13.50,5.20,9.50
2024-03-29,2024.0,March    ,3.0,Tokyo,Japan,19.10,12.80,15.70
2024-03-16,2024.0,March    ,3.0,Tokyo,Japan,17.60,10.90,14.20
2024-03-23,2024.0,March    ,3.0,Tokyo,Japan,12.00,7.70,10.00
2024-03-28,2024.0,March    ,3.0,Tokyo,Japan,13.90,10.10,12.20
2024-03-30,2024.0,March    ,3.0,Tokyo,Japan,21.30,13.30,17.40
2024-03-15,2024.0,March    ,3.0,Tokyo,Japan,15.60,8.60,12.50
2024-03-31,2024.0,March    ,3.0,Tokyo,Japan,24.40,15.20,18.70
2024-04-10,2024.0,April    ,4.0,Tokyo,Japan,15.60,8.00,11.60
2024-04-03,2024.0,April    ,4.0,Tokyo,Japan,20.70,14.30,16.20
2024-04-02,2024.0,April    ,4.0,Tokyo,Japan,16.90,11.60,14.00
2024-04-14,2024.0,April    ,4.0,Tokyo,Japan,21.80,14.20,17.40
2024-04-06,2024.0,April    ,4.0,Tokyo,Japan,13.70,9.70,11.80
2024-04-12,2024.0,April    ,4.0,Tokyo,Japan,15.10,13.80,14.40
2024-04-08,2024.0,April    ,4.0,Tokyo,Japan,19.60,15.40,17.30
2024-04-07,2024.0,April    ,4.0,Tokyo,Japan,14.80,11.70,13.20
2024-04-04,2024.0,April    ,4.0,Tokyo,Japan,15.90,12.70,14.50
2024-04-16,2024.0,April    ,4.0,Tokyo,Japan,21.20,16.50,18.60
2024-04-05,2024.0,April    ,4.0,Tokyo,Japan,14.30,9.80,11.00
2024-04-01,2024.0,April    ,4.0,Tokyo,Japan,15.30,11.70,13.10
2024-04-11,2024.0,April    ,4.0,Tokyo,Japan,17.00,11.10,13.90
2024-04-13,2024.0,April    ,4.0,Tokyo,Japan,20.60,13.20,16.60
2024-04-15,2024.0,April    ,4.0,Tokyo,Japan,22.20,16.10,18.80
2024-04-09,2024.0,April    ,4.0,Tokyo,Japan,18.20,10.90,15.00
2023-04-29,2023.0,April    ,4.0,Wellington,New Zealand,16.20,11.60,14.00
2023-04-23,2023.0,April    ,4.0,Wellington,New Zealand,18.00,12.80,15.30
2023-04-19,2023.0,April    ,4.0,Wellington,New Zealand,16.70,14.50,15.50
2023-04-24,2023.0,April    ,4.0,Wellington,New Zealand,15.60,10.70,12.60
2023-04-27,2023.0,April    ,4.0,Wellington,New Zealand,15.20,10.20,12.70
2023-04-20,2023.0,April    ,4.0,Wellington,New Zealand,17.80,14.90,16.90
2023-04-28,2023.0,April    ,4.0,Wellington,New Zealand,17.20,11.30,13.40
2023-04-25,2023.0,April    ,4.0,Wellington,New Zealand,18.90,10.30,14.60
2023-04-18,2023.0,April    ,4.0,Wellington,New Zealand,16.70,14.40,15.70
2023-04-21,2023.0,April    ,4.0,Wellington,New Zealand,18.30,14.90,16.80
2023-04-30,2023.0,April    ,4.0,Wellington,New Zealand,18.70,13.30,15.40
2023-04-26,2023.0,April    ,4.0,Wellington,New Zealand,16.50,11.60,13.30
2023-04-22,2023.0,April    ,4.0,Wellington,New Zealand,16.00,14.40,15.30
2023-05-03,2023.0,May      ,5.0,Wellington,New Zealand,18.60,16.20,17.10
2023-05-27,2023.0,May      ,5.0,Wellington,New Zealand,15.50,14.00,14.70
2023-05-21,2023.0,May      ,5.0,Wellington,New Zealand,15.90,12.20,13.10
2023-05-23,2023.0,May      ,5.0,Wellington,New Zealand,16.30,12.00,13.80
2023-05-18,2023.0,May      ,5.0,Wellington,New Zealand,14.50,13.20,13.90
2023-05-12,2023.0,May      ,5.0,Wellington,New Zealand,13.10,9.20,11.20
2023-05-28,2023.0,May      ,5.0,Wellington,New Zealand,16.90,12.90,14.30
2023-05-13,2023.0,May      ,5.0,Wellington,New Zealand,14.80,11.50,12.70
2023-05-10,2023.0,May      ,5.0,Wellington,New Zealand,16.30,11.10,14.30
2023-05-30,2023.0,May      ,5.0,Wellington,New Zealand,15.80,14.20,14.90
2023-05-17,2023.0,May      ,5.0,Wellington,New Zealand,15.90,11.00,13.20
2023-05-19,2023.0,May      ,5.0,Wellington,New Zealand,15.10,10.50,12.90
2023-05-22,2023.0,May      ,5.0,Wellington,New Zealand,14.80,12.70,13.50
2023-05-14,2023.0,May      ,5.0,Wellington,New Zealand,15.80,11.60,13.40
2023-05-09,2023.0,May      ,5.0,Wellington,New Zealand,17.90,15.90,16.40
2023-05-11,2023.0,May      ,5.0,Wellington,New Zealand,11.20,9.00,10.30
2023-05-26,2023.0,May      ,5.0,Wellington,New Zealand,16.90,13.20,14.50
2023-05-02,2023.0,May      ,5.0,Wellington,New Zealand,20.60,15.80,17.90
2023-05-31,2023.0,May      ,5.0,Wellington,New Zealand,16.30,12.90,14.40
2023-05-06,2023.0,May      ,5.0,Wellington,New Zealand,17.90,16.00,16.90
2023-05-07,2023.0,May      ,5.0,Wellington,New Zealand,17.30,15.50,16.30
2023-05-04,2023.0,May      ,5.0,Wellington,New Zealand,16.50,15.60,16.10
2023-05-24,2023.0,May      ,5.0,Wellington,New Zealand,13.70,10.90,12.50
2023-05-05,2023.0,May      ,5.0,Wellington,New Zealand,18.50,16.10,16.90
2023-05-01,2023.0,May      ,5.0,Wellington,New Zealand,18.40,13.80,15.90
2023-05-15,2023.0,May      ,5.0,Wellington,New Zealand,13.70,10.70,12.00
2023-05-20,2023.0,May      ,5.0,Wellington,New Zealand,13.10,12.10,12.60
2023-05-25,2023.0,May      ,5.0,Wellington,New Zealand,14.70,9.30,12.20
2023-05-08,2023.0,May      ,5.0,Wellington,New Zealand,18.50,15.50,16.80
2023-05-29,2023.0,May      ,5.0,Wellington,New Zealand,17.20,13.40,15.30
2023-05-16,2023.0,May      ,5.0,Wellington,New Zealand,14.50,10.20,12.00
2023-06-15,2023.0,June     ,6.0,Wellington,New Zealand,13.30,8.70,11.00
2023-06-11,2023.0,June     ,6.0,Wellington,New Zealand,12.60,8.80,10.70
2023-06-05,2023.0,June     ,6.0,Wellington,New Zealand,12.00,10.60,11.20
2023-06-16,2023.0,June     ,6.0,Wellington,New Zealand,13.50,8.40,10.50
2023-06-22,2023.0,June     ,6.0,Wellington,New Zealand,14.30,12.30,13.60
2023-06-30,2023.0,June     ,6.0,Wellington,New Zealand,11.70,9.30,10.30
2023-06-07,2023.0,June     ,6.0,Wellington,New Zealand,12.70,10.40,11.40
2023-06-06,2023.0,June     ,6.0,Wellington,New Zealand,12.30,10.50,11.60
2023-06-25,2023.0,June     ,6.0,Wellington,New Zealand,14.50,11.30,12.50
2023-06-29,2023.0,June     ,6.0,Wellington,New Zealand,12.60,9.60,11.10
2023-06-21,2023.0,June     ,6.0,Wellington,New Zealand,14.70,10.90,12.40
2023-06-13,2023.0,June     ,6.0,Wellington,New Zealand,12.70,9.20,10.80
2023-06-19,2023.0,June     ,6.0,Wellington,New Zealand,15.30,11.10,12.50
2023-06-18,2023.0,June     ,6.0,Wellington,New Zealand,13.80,12.40,12.90
2023-06-28,2023.0,June     ,6.0,Wellington,New Zealand,11.80,9.90,10.70
2023-06-27,2023.0,June     ,6.0,Wellington,New Zealand,12.70,9.80,11.80
2023-06-12,2023.0,June     ,6.0,Wellington,New Zealand,12.80,9.50,11.30
2023-06-08,2023.0,June     ,6.0,Wellington,New Zealand,14.80,9.50,11.80
2023-06-24,2023.0,June     ,6.0,Wellington,New Zealand,14.90,13.20,14.00
2023-06-02,2023.0,June     ,6.0,Wellington,New Zealand,16.30,12.20,15.30
2023-06-04,2023.0,June     ,6.0,Wellington,New Zealand,14.90,11.20,13.10
2023-06-20,2023.0,June     ,6.0,Wellington,New Zealand,14.10,10.00,11.90
2023-06-01,2023.0,June     ,6.0,Wellington,New Zealand,16.50,13.60,15.00
2023-06-03,2023.0,June     ,6.0,Wellington,New Zealand,14.90,10.30,12.10
2023-06-23,2023.0,June     ,6.0,Wellington,New Zealand,14.70,13.50,14.00
2023-06-17,2023.0,June     ,6.0,Wellington,New Zealand,14.20,9.30,12.00
2023-06-14,2023.0,June     ,6.0,Wellington,New Zealand,11.90,8.20,10.10
2023-06-26,2023.0,June     ,6.0,Wellington,New Zealand,14.50,10.80,12.20
2023-06-09,2023.0,June     ,6.0,Wellington,New Zealand,14.00,11.30,12.60
2023-06-10,2023.0,June     ,6.0,Wellington,New Zealand,13.80,9.50,11.30
2023-07-23,2023.0,July     ,7.0,Wellington,New Zealand,11.90,8.70,10.70
2023-07-08,2023.0,July     ,7.0,Wellington,New Zealand,12.20,9.00,10.40
2023-07-06,2023.0,July     ,7.0,Wellington,New Zealand,11.20,8.60,9.90
2023-07-14,2023.0,July     ,7.0,Wellington,New Zealand,15.60,9.60,13.00
2023-07-04,2023.0,July     ,7.0,Wellington,New Zealand,15.60,9.00,11.40
2023-07-17,2023.0,July     ,7.0,Wellington,New Zealand,13.90,8.80,11.30
2023-07-15,2023.0,July     ,7.0,Wellington,New Zealand,14.60,9.80,12.20
2023-07-03,2023.0,July     ,7.0,Wellington,New Zealand,12.90,6.80,10.00
2023-07-10,2023.0,July     ,7.0,Wellington,New Zealand,12.30,10.40,11.10
2023-07-11,2023.0,July     ,7.0,Wellington,New Zealand,11.90,9.00,10.70
2023-07-30,2023.0,July     ,7.0,Wellington,New Zealand,13.40,6.80,9.70
2023-07-13,2023.0,July     ,7.0,Wellington,New Zealand,13.00,8.50,10.50
2023-07-09,2023.0,July     ,7.0,Wellington,New Zealand,12.30,10.90,11.50
2023-07-01,2023.0,July     ,7.0,Wellington,New Zealand,13.10,7.90,10.80
2023-07-07,2023.0,July     ,7.0,Wellington,New Zealand,13.10,6.70,9.40
2023-07-12,2023.0,July     ,7.0,Wellington,New Zealand,13.90,7.30,10.50
2023-07-21,2023.0,July     ,7.0,Wellington,New Zealand,11.70,9.30,10.30
2023-07-27,2023.0,July     ,7.0,Wellington,New Zealand,12.30,6.90,9.60
2023-07-28,2023.0,July     ,7.0,Wellington,New Zealand,11.00,7.20,9.10
2023-07-05,2023.0,July     ,7.0,Wellington,New Zealand,13.00,9.70,11.40
2023-07-02,2023.0,July     ,7.0,Wellington,New Zealand,11.10,6.90,9.10
2023-07-26,2023.0,July     ,7.0,Wellington,New Zealand,10.20,6.90,8.50
2023-07-20,2023.0,July     ,7.0,Wellington,New Zealand,12.60,10.50,11.90
2023-07-18,2023.0,July     ,7.0,Wellington,New Zealand,15.50,11.10,13.10
2023-07-16,2023.0,July     ,7.0,Wellington,New Zealand,14.40,9.60,12.90
2023-07-24,2023.0,July     ,7.0,Wellington,New Zealand,11.50,10.00,10.80
2023-07-22,2023.0,July     ,7.0,Wellington,New Zealand,10.60,8.30,9.70
2023-07-19,2023.0,July     ,7.0,Wellington,New Zealand,14.70,11.40,12.80
2023-07-31,2023.0,July     ,7.0,Wellington,New Zealand,14.70,9.40,12.10
2023-07-29,2023.0,July     ,7.0,Wellington,New Zealand,11.10,6.60,8.80
2023-07-25,2023.0,July     ,7.0,Wellington,New Zealand,14.00,9.10,10.90
2023-08-01,2023.0,August   ,8.0,Wellington,New Zealand,14.90,10.10,12.80
2023-08-22,2023.0,August   ,8.0,Wellington,New Zealand,9.60,6.40,8.50
2023-08-26,2023.0,August   ,8.0,Wellington,New Zealand,11.20,7.30,9.60
2023-08-25,2023.0,August   ,8.0,Wellington,New Zealand,11.90,7.10,9.00
2023-08-16,2023.0,August   ,8.0,Wellington,New Zealand,10.60,8.90,9.70
2023-08-31,2023.0,August   ,8.0,Wellington,New Zealand,12.30,10.10,11.00
2023-08-14,2023.0,August   ,8.0,Wellington,New Zealand,12.10,10.30,11.40
2023-08-19,2023.0,August   ,8.0,Wellington,New Zealand,11.50,9.30,10.40
2023-08-17,2023.0,August   ,8.0,Wellington,New Zealand,10.10,6.90,8.90
2023-08-09,2023.0,August   ,8.0,Wellington,New Zealand,9.80,5.40,7.50
2023-08-23,2023.0,August   ,8.0,Wellington,New Zealand,10.20,5.10,8.00
