"date","year","month_of_year","month","city","country","max_temp_c","min_temp_c","avg_temp_c"
2023-08-10,2023.0,August   ,8.0,Wellington,New Zealand,7.20,5.30,6.50
2023-08-30,2023.0,August   ,8.0,Wellington,New Zealand,11.60,7.50,9.70
2023-08-03,2023.0,August   ,8.0,Wellington,New Zealand,9.90,5.50,7.70
2023-08-05,2023.0,August   ,8.0,Wellington,New Zealand,10.30,6.80,9.10
2023-08-29,2023.0,August   ,8.0,Wellington,New Zealand,10.50,5.30,8.10
2023-08-13,2023.0,August   ,8.0,Wellington,New Zealand,12.20,10.00,11.20
2023-08-04,2023.0,August   ,8.0,Wellington,New Zealand,11.40,8.00,9.50
2023-08-11,2023.0,August   ,8.0,Wellington,New Zealand,8.30,5.00,7.30
2023-08-21,2023.0,August   ,8.0,Wellington,New Zealand,11.50,8.80,9.90
2023-08-06,2023.0,August   ,8.0,Wellington,New Zealand,11.00,5.90,8.90
2023-08-24,2023.0,August   ,8.0,Wellington,New Zealand,10.40,6.40,8.40
2023-08-02,2023.0,August   ,8.0,Wellington,New Zealand,12.30,6.10,9.10
2023-08-18,2023.0,August   ,8.0,Wellington,New Zealand,11.40,7.20,9.40
2023-08-08,2023.0,August   ,8.0,Wellington,New Zealand,10.30,6.20,7.60
2023-08-15,2023.0,August   ,8.0,Wellington,New Zealand,10.90,9.30,10.00
2023-08-28,2023.0,August   ,8.0,Wellington,New Zealand,8.60,5.60,7.60
2023-08-12,2023.0,August   ,8.0,Wellington,New Zealand,10.50,5.80,8.60
2023-08-07,2023.0,August   ,8.0,Wellington,New Zealand,12.30,9.40,10.70
2023-08-27,2023.0,August   ,8.0,Wellington,New Zealand,11.00,7.60,9.10
2023-08-20,2023.0,August   ,8.0,Wellington,New Zealand,13.10,11.60,12.10
2023-09-01,2023.0,September,9.0,Wellington,New Zealand,12.40,10.30,11.10
2023-09-27,2023.0,September,9.0,Wellington,New Zealand,8.80,7.90,8.40
2023-09-23,2023.0,September,9.0,Wellington,New Zealand,14.60,9.90,11.50
2023-09-10,2023.0,September,9.0,Wellington,New Zealand,13.50,10.20,11.70
2023-09-07,2023.0,September,9.0,Wellington,New Zealand,14.00,10.00,12.40
2023-09-16,2023.0,September,9.0,Wellington,New Zealand,12.60,8.10,10.90
2023-09-12,2023.0,September,9.0,Wellington,New Zealand,12.50,9.00,11.10
2023-09-13,2023.0,September,9.0,Wellington,New Zealand,12.70,9.40,11.00
2023-09-17,2023.0,September,9.0,Wellington,New Zealand,15.00,12.00,13.70
2023-09-05,2023.0,September,9.0,Wellington,New Zealand,14.00,9.10,11.30
2023-09-14,2023.0,September,9.0,Wellington,New Zealand,13.70,10.20,11.90
2023-09-04,2023.0,September,9.0,Wellington,New Zealand,15.00,8.60,11.40
2023-09-26,2023.0,September,9.0,Wellington,New Zealand,10.40,8.60,9.40
2023-09-06,2023.0,September,9.0,Wellington,New Zealand,14.00,12.10,13.00
2023-09-08,2023.0,September,9.0,Wellington,New Zealand,14.90,9.10,11.70
2023-09-03,2023.0,September,9.0,Wellington,New Zealand,14.00,7.80,10.70
2023-09-11,2023.0,September,9.0,Wellington,New Zealand,14.40,11.30,12.30
2023-09-24,2023.0,September,9.0,Wellington,New Zealand,10.00,8.80,9.60
2023-09-28,2023.0,September,9.0,Wellington,New Zealand,13.10,8.80,10.80
2023-09-30,2023.0,September,9.0,Wellington,New Zealand,12.20,7.20,8.80
2023-09-21,2023.0,September,9.0,Wellington,New Zealand,14.50,12.70,13.50
2023-09-15,2023.0,September,9.0,Wellington,New Zealand,12.80,9.00,10.40
2023-09-29,2023.0,September,9.0,Wellington,New Zealand,13.20,7.90,10.90
2023-09-20,2023.0,September,9.0,Wellington,New Zealand,14.70,13.10,13.60
2023-09-02,2023.0,September,9.0,Wellington,New Zealand,13.10,9.20,11.10
2023-09-19,2023.0,September,9.0,Wellington,New Zealand,14.00,10.50,12.50
2023-09-22,2023.0,September,9.0,Wellington,New Zealand,14.50,13.00,13.80
2023-09-25,2023.0,September,9.0,Wellington,New Zealand,10.50,9.00,9.50
2023-09-18,2023.0,September,9.0,Wellington,New Zealand,14.50,12.00,13.20
2023-09-09,2023.0,September,9.0,Wellington,New Zealand,14.30,9.10,11.50
2023-10-23,2023.0,October  ,10.0,Wellington,New Zealand,13.90,7.10,11.20
2023-10-29,2023.0,October  ,10.0,Wellington,New Zealand,15.40,6.60,10.90
2023-10-22,2023.0,October  ,10.0,Wellington,New Zealand,12.40,9.60,11.50
2023-10-16,2023.0,October  ,10.0,Wellington,New Zealand,13.50,11.20,12.20
2023-10-03,2023.0,October  ,10.0,Wellington,New Zealand,10.00,6.10,8.30
2023-10-09,2023.0,October  ,10.0,Wellington,New Zealand,12.00,7.70,10.40
2023-10-30,2023.0,October  ,10.0,Wellington,New Zealand,16.50,9.00,12.30
2023-10-13,2023.0,October  ,10.0,Wellington,New Zealand,13.90,9.10,12.20
2023-10-11,2023.0,October  ,10.0,Wellington,New Zealand,11.80,7.80,9.90
2023-10-05,2023.0,October  ,10.0,Wellington,New Zealand,15.00,9.40,11.80
2023-10-10,2023.0,October  ,10.0,Wellington,New Zealand,13.60,7.30,9.90
2023-10-15,2023.0,October  ,10.0,Wellington,New Zealand,14.40,11.90,13.00
2023-10-24,2023.0,October  ,10.0,Wellington,New Zealand,14.30,11.60,13.30
2023-10-02,2023.0,October  ,10.0,Wellington,New Zealand,14.70,9.70,13.00
2023-10-01,2023.0,October  ,10.0,Wellington,New Zealand,13.80,7.70,11.30
2023-10-31,2023.0,October  ,10.0,Wellington,New Zealand,17.50,12.60,14.80
2023-10-26,2023.0,October  ,10.0,Wellington,New Zealand,15.00,12.70,14.10
2023-10-07,2023.0,October  ,10.0,Wellington,New Zealand,12.30,9.20,11.10
2023-10-17,2023.0,October  ,10.0,Wellington,New Zealand,14.60,9.80,12.40
2023-10-27,2023.0,October  ,10.0,Wellington,New Zealand,12.50,6.40,9.60
2023-10-04,2023.0,October  ,10.0,Wellington,New Zealand,12.10,5.60,9.60
2023-10-21,2023.0,October  ,10.0,Wellington,New Zealand,13.60,10.90,12.30
2023-10-12,2023.0,October  ,10.0,Wellington,New Zealand,14.30,9.60,11.90
2023-10-20,2023.0,October  ,10.0,Wellington,New Zealand,14.10,11.00,12.40
2023-10-18,2023.0,October  ,10.0,Wellington,New Zealand,14.00,9.90,11.70
2023-10-19,2023.0,October  ,10.0,Wellington,New Zealand,14.70,11.50,12.80
2023-10-28,2023.0,October  ,10.0,Wellington,New Zealand,11.40,5.80,8.60
2023-10-25,2023.0,October  ,10.0,Wellington,New Zealand,15.50,12.90,14.00
2023-10-08,2023.0,October  ,10.0,Wellington,New Zealand,11.10,9.00,9.80
2023-10-14,2023.0,October  ,10.0,Wellington,New Zealand,14.40,12.60,13.20
2023-10-06,2023.0,October  ,10.0,Wellington,New Zealand,14.00,10.50,12.20
2023-11-09,2023.0,November ,11.0,Wellington,New Zealand,13.00,9.70,11.50
2023-11-10,2023.0,November ,11.0,Wellington,New Zealand,12.10,8.50,10.80
2023-11-28,2023.0,November ,11.0,Wellington,New Zealand,16.00,13.50,14.80
2023-11-03,2023.0,November ,11.0,Wellington,New Zealand,14.50,12.00,12.70
2023-11-16,2023.0,November ,11.0,Wellington,New Zealand,15.60,13.30,14.30
2023-11-13,2023.0,November ,11.0,Wellington,New Zealand,15.60,13.10,14.30
2023-11-21,2023.0,November ,11.0,Wellington,New Zealand,15.50,11.70,13.90
2023-11-04,2023.0,November ,11.0,Wellington,New Zealand,15.40,12.60,13.80
2023-11-07,2023.0,November ,11.0,Wellington,New Zealand,11.70,10.10,10.70
2023-11-29,2023.0,November ,11.0,Wellington,New Zealand,12.30,10.70,11.60
2023-11-01,2023.0,November ,11.0,Wellington,New Zealand,16.30,13.10,14.40
2023-11-30,2023.0,November ,11.0,Wellington,New Zealand,15.00,10.50,12.90
2023-11-05,2023.0,November ,11.0,Wellington,New Zealand,14.40,10.60,12.80
2023-11-24,2023.0,November ,11.0,Wellington,New Zealand,14.60,9.50,10.90
2023-11-23,2023.0,November ,11.0,Wellington,New Zealand,17.10,13.00,15.40
2023-11-14,2023.0,November ,11.0,Wellington,New Zealand,15.60,13.20,14.20
2023-11-26,2023.0,November ,11.0,Wellington,New Zealand,13.40,9.20,11.60
2023-11-22,2023.0,November ,11.0,Wellington,New Zealand,18.50,12.50,15.30
2023-11-15,2023.0,November ,11.0,Wellington,New Zealand,16.50,13.60,14.60
2023-11-17,2023.0,November ,11.0,Wellington,New Zealand,15.20,11.90,13.90
2023-11-20,2023.0,November ,11.0,Wellington,New Zealand,14.80,11.40,13.30
2023-11-12,2023.0,November ,11.0,Wellington,New Zealand,16.10,10.80,13.60
2023-11-02,2023.0,November ,11.0,Wellington,New Zealand,15.80,12.60,13.90
2023-11-18,2023.0,November ,11.0,Wellington,New Zealand,15.30,10.60,12.70
2023-11-11,2023.0,November ,11.0,Wellington,New Zealand,14.20,7.00,11.10
2023-11-08,2023.0,November ,11.0,Wellington,New Zealand,12.90,10.30,11.50
2023-11-27,2023.0,November ,11.0,Wellington,New Zealand,16.00,8.60,12.90
2023-11-06,2023.0,November ,11.0,Wellington,New Zealand,10.60,9.80,10.30
2023-11-19,2023.0,November ,11.0,Wellington,New Zealand,14.70,12.40,13.30
2023-11-25,2023.0,November ,11.0,Wellington,New Zealand,11.80,10.30,11.10
2023-12-04,2023.0,December ,12.0,Wellington,New Zealand,12.50,11.80,12.20
2023-12-02,2023.0,December ,12.0,Wellington,New Zealand,15.80,9.60,13.40
2023-12-13,2023.0,December ,12.0,Wellington,New Zealand,13.90,9.80,12.50
2023-12-03,2023.0,December ,12.0,Wellington,New Zealand,15.20,12.20,14.30
2023-12-01,2023.0,December ,12.0,Wellington,New Zealand,13.80,10.20,12.20
2023-12-12,2023.0,December ,12.0,Wellington,New Zealand,15.40,10.40,13.00
2023-12-20,2023.0,December ,12.0,Wellington,New Zealand,17.50,14.50,15.70
2023-12-28,2023.0,December ,12.0,Wellington,New Zealand,19.60,12.30,16.00
2023-12-05,2023.0,December ,12.0,Wellington,New Zealand,15.40,11.90,13.30
2023-12-25,2023.0,December ,12.0,Wellington,New Zealand,18.50,16.50,17.50
2023-12-09,2023.0,December ,12.0,Wellington,New Zealand,16.70,12.80,14.90
2023-12-19,2023.0,December ,12.0,Wellington,New Zealand,18.10,12.80,15.50
2023-12-18,2023.0,December ,12.0,Wellington,New Zealand,17.30,13.50,15.10
2023-12-08,2023.0,December ,12.0,Wellington,New Zealand,16.40,11.40,14.10
2023-12-11,2023.0,December ,12.0,Wellington,New Zealand,15.70,9.00,13.00
2023-12-21,2023.0,December ,12.0,Wellington,New Zealand,18.30,13.90,16.10
2023-12-15,2023.0,December ,12.0,Wellington,New Zealand,16.50,13.60,15.10
2023-12-16,2023.0,December ,12.0,Wellington,New Zealand,16.10,15.30,15.70
2023-12-30,2023.0,December ,12.0,Wellington,New Zealand,19.10,16.20,17.70
2023-12-17,2023.0,December ,12.0,Wellington,New Zealand,17.10,15.20,16.00
2023-12-26,2023.0,December ,12.0,Wellington,New Zealand,18.50,14.70,16.90
2023-12-07,2023.0,December ,12.0,Wellington,New Zealand,17.70,13.30,15.20
2023-12-29,2023.0,December ,12.0,Wellington,New Zealand,18.30,16.40,17.60
2023-12-27,2023.0,December ,12.0,Wellington,New Zealand,16.30,13.00,14.90
2023-12-31,2023.0,December ,12.0,Wellington,New Zealand,19.20,16.20,17.70
2023-12-10,2023.0,December ,12.0,Wellington,New Zealand,16.50,11.50,13.70
2023-12-14,2023.0,December ,12.0,Wellington,New Zealand,16.80,12.20,14.60
2023-12-23,2023.0,December ,12.0,Wellington,New Zealand,17.20,14.90,15.90
2023-12-24,2023.0,December ,12.0,Wellington,New Zealand,17.80,16.50,17.40
2023-12-06,2023.0,December ,12.0,Wellington,New Zealand,16.90,11.60,14.40
2023-12-22,2023.0,December ,12.0,Wellington,New Zealand,18.30,13.60,15.80
2024-01-10,2024.0,January  ,1.0,Wellington,New Zealand,21.20,14.40,18.10
2024-01-11,2024.0,January  ,1.0,Wellington,New Zealand,19.90,17.10,18.30
2024-01-22,2024.0,January  ,1.0,Wellington,New Zealand,21.90,17.70,19.50
2024-01-16,2024.0,January  ,1.0,Wellington,New Zealand,20.00,13.40,16.10
2024-01-31,2024.0,January  ,1.0,Wellington,New Zealand,20.00,15.70,17.10
2024-01-29,2024.0,January  ,1.0,Wellington,New Zealand,17.10,15.50,16.40
2024-01-14,2024.0,January  ,1.0,Wellington,New Zealand,19.60,17.10,18.30
2024-01-01,2024.0,January  ,1.0,Wellington,New Zealand,16.70,12.50,14.80
2024-01-21,2024.0,January  ,1.0,Wellington,New Zealand,21.50,18.00,19.30
2024-01-06,2024.0,January  ,1.0,Wellington,New Zealand,14.80,11.90,13.40
2024-01-04,2024.0,January  ,1.0,Wellington,New Zealand,17.90,15.50,16.60
2024-01-23,2024.0,January  ,1.0,Wellington,New Zealand,20.20,13.10,17.30
2024-01-20,2024.0,January  ,1.0,Wellington,New Zealand,20.20,18.90,19.40
2024-01-28,2024.0,January  ,1.0,Wellington,New Zealand,18.80,15.90,17.00
2024-01-27,2024.0,January  ,1.0,Wellington,New Zealand,20.30,16.60,18.10
2024-01-26,2024.0,January  ,1.0,Wellington,New Zealand,18.60,12.00,15.70
2024-01-03,2024.0,January  ,1.0,Wellington,New Zealand,17.60,14.00,15.90
2024-01-09,2024.0,January  ,1.0,Wellington,New Zealand,19.20,15.30,17.70
2024-01-05,2024.0,January  ,1.0,Wellington,New Zealand,17.50,13.70,15.70
2024-01-30,2024.0,January  ,1.0,Wellington,New Zealand,19.30,15.70,17.10
2024-01-13,2024.0,January  ,1.0,Wellington,New Zealand,20.00,16.20,18.10
2024-01-07,2024.0,January  ,1.0,Wellington,New Zealand,19.40,10.80,15.50
2024-01-19,2024.0,January  ,1.0,Wellington,New Zealand,21.00,18.00,19.50
2024-01-12,2024.0,January  ,1.0,Wellington,New Zealand,20.80,16.40,18.50
2024-01-02,2024.0,January  ,1.0,Wellington,New Zealand,18.40,12.30,15.40
2024-01-08,2024.0,January  ,1.0,Wellington,New Zealand,19.70,14.80,17.20
2024-01-15,2024.0,January  ,1.0,Wellington,New Zealand,18.50,13.70,16.40
2024-01-24,2024.0,January  ,1.0,Wellington,New Zealand,16.10,12.40,13.90
2024-01-25,2024.0,January  ,1.0,Wellington,New Zealand,19.10,13.30,16.30
2024-01-18,2024.0,January  ,1.0,Wellington,New Zealand,21.30,15.80,18.60
2024-01-17,2024.0,January  ,1.0,Wellington,New Zealand,20.30,13.60,17.60
2024-02-15,2024.0,February ,2.0,Wellington,New Zealand,19.20,16.40,17.60
2024-02-11,2024.0,February ,2.0,Wellington,New Zealand,14.90,12.00,13.40
2024-02-05,2024.0,February ,2.0,Wellington,New Zealand,20.50,15.90,17.70
2024-02-13,2024.0,February ,2.0,Wellington,New Zealand,18.80,13.10,15.70
2024-02-26,2024.0,February ,2.0,Wellington,New Zealand,18.60,13.60,16.00
2024-02-29,2024.0,February ,2.0,Wellington,New Zealand,17.20,13.00,15.20
2024-02-03,2024.0,February ,2.0,Wellington,New Zealand,16.60,12.50,14.50
2024-02-06,2024.0,February ,2.0,Wellington,New Zealand,20.00,16.10,17.80
2024-02-20,2024.0,February ,2.0,Wellington,New Zealand,17.60,11.30,14.10
2024-02-12,2024.0,February ,2.0,Wellington,New Zealand,17.10,10.50,14.30
2024-02-10,2024.0,February ,2.0,Wellington,New Zealand,18.60,15.00,17.20
2024-02-27,2024.0,February ,2.0,Wellington,New Zealand,17.90,14.80,16.40
2024-02-18,2024.0,February ,2.0,Wellington,New Zealand,18.50,15.70,16.90
2024-02-17,2024.0,February ,2.0,Wellington,New Zealand,19.30,15.60,17.20
2024-02-04,2024.0,February ,2.0,Wellington,New Zealand,18.50,12.00,15.70
2024-02-02,2024.0,February ,2.0,Wellington,New Zealand,18.50,15.70,17.30
2024-02-08,2024.0,February ,2.0,Wellington,New Zealand,19.60,14.40,16.90
2024-02-16,2024.0,February ,2.0,Wellington,New Zealand,19.60,15.90,17.70
2024-02-28,2024.0,February ,2.0,Wellington,New Zealand,17.10,14.40,15.70
2024-02-21,2024.0,February ,2.0,Wellington,New Zealand,16.90,11.10,14.30
2024-02-01,2024.0,February ,2.0,Wellington,New Zealand,19.40,14.50,17.10
2024-02-14,2024.0,February ,2.0,Wellington,New Zealand,18.30,14.50,16.30
2024-02-23,2024.0,February ,2.0,Wellington,New Zealand,18.20,15.30,16.70
2024-02-25,2024.0,February ,2.0,Wellington,New Zealand,18.60,14.00,16.90
2024-02-22,2024.0,February ,2.0,Wellington,New Zealand,19.20,11.60,15.60
2024-02-09,2024.0,February ,2.0,Wellington,New Zealand,19.70,15.20,17.10
2024-02-24,2024.0,February ,2.0,Wellington,New Zealand,18.30,15.60,17.10
2024-02-07,2024.0,February ,2.0,Wellington,New Zealand,20.30,14.90,17.60
2024-02-19,2024.0,February ,2.0,Wellington,New Zealand,18.90,16.40,17.50
2024-03-18,2024.0,March    ,3.0,Wellington,New Zealand,14.80,12.20,13.70
2024-03-07,2024.0,March    ,3.0,Wellington,New Zealand,17.50,12.30,15.40
2024-03-24,2024.0,March    ,3.0,Wellington,New Zealand,17.30,14.20,15.50
2024-03-30,2024.0,March    ,3.0,Wellington,New Zealand,14.60,11.60,13.00
2024-03-04,2024.0,March    ,3.0,Wellington,New Zealand,19.50,13.80,16.80
2024-03-19,2024.0,March    ,3.0,Wellington,New Zealand,14.00,11.30,12.70
2024-03-08,2024.0,March    ,3.0,Wellington,New Zealand,15.80,13.10,15.00
2024-03-11,2024.0,March    ,3.0,Wellington,New Zealand,18.70,14.20,16.20
2024-03-03,2024.0,March    ,3.0,Wellington,New Zealand,18.60,16.40,17.70
2024-03-01,2024.0,March    ,3.0,Wellington,New Zealand,19.00,12.40,15.70
2024-03-28,2024.0,March    ,3.0,Wellington,New Zealand,15.50,10.50,13.90
2024-03-23,2024.0,March    ,3.0,Wellington,New Zealand,17.30,11.70,14.60
2024-03-02,2024.0,March    ,3.0,Wellington,New Zealand,19.00,15.10,17.40
2024-03-15,2024.0,March    ,3.0,Wellington,New Zealand,16.30,10.20,14.10
2024-03-13,2024.0,March    ,3.0,Wellington,New Zealand,16.90,13.00,15.40
2024-03-25,2024.0,March    ,3.0,Wellington,New Zealand,17.50,15.00,16.20
2024-03-06,2024.0,March    ,3.0,Wellington,New Zealand,14.80,11.10,12.80
2024-03-31,2024.0,March    ,3.0,Wellington,New Zealand,14.50,11.40,12.90
2024-03-05,2024.0,March    ,3.0,Wellington,New Zealand,16.60,11.70,14.30
2024-03-17,2024.0,March    ,3.0,Wellington,New Zealand,16.10,11.30,14.10
2024-03-16,2024.0,March    ,3.0,Wellington,New Zealand,14.10,10.70,12.30
2024-03-21,2024.0,March    ,3.0,Wellington,New Zealand,15.60,9.50,12.90
2024-03-10,2024.0,March    ,3.0,Wellington,New Zealand,16.70,10.30,14.40
2024-03-12,2024.0,March    ,3.0,Wellington,New Zealand,17.50,13.30,15.50
2024-03-14,2024.0,March    ,3.0,Wellington,New Zealand,16.60,12.50,14.50
2024-03-27,2024.0,March    ,3.0,Wellington,New Zealand,18.10,11.50,15.20
2024-03-26,2024.0,March    ,3.0,Wellington,New Zealand,18.20,16.30,17.00
2024-03-22,2024.0,March    ,3.0,Wellington,New Zealand,16.30,13.10,14.30
2024-03-29,2024.0,March    ,3.0,Wellington,New Zealand,13.30,8.90,11.20
2024-03-20,2024.0,March    ,3.0,Wellington,New Zealand,14.80,9.80,12.30
2024-03-09,2024.0,March    ,3.0,Wellington,New Zealand,17.30,12.60,14.80
2024-04-11,2024.0,April    ,4.0,Wellington,New Zealand,19.20,16.90,17.90
2024-04-08,2024.0,April    ,4.0,Wellington,New Zealand,16.00,11.70,14.00
2024-04-14,2024.0,April    ,4.0,Wellington,New Zealand,14.00,11.80,12.50
2024-04-01,2024.0,April    ,4.0,Wellington,New Zealand,15.30,11.00,12.70
2024-04-03,2024.0,April    ,4.0,Wellington,New Zealand,16.70,12.00,14.80
2024-04-07,2024.0,April    ,4.0,Wellington,New Zealand,15.80,9.40,12.50
2024-04-15,2024.0,April    ,4.0,Wellington,New Zealand,15.60,11.70,13.70
2024-04-05,2024.0,April    ,4.0,Wellington,New Zealand,15.30,11.20,13.60
2024-04-04,2024.0,April    ,4.0,Wellington,New Zealand,16.50,13.60,15.40
2024-04-12,2024.0,April    ,4.0,Wellington,New Zealand,18.80,12.20,14.50
2024-04-09,2024.0,April    ,4.0,Wellington,New Zealand,17.60,15.00,16.20
2024-04-16,2024.0,April    ,4.0,Wellington,New Zealand,15.60,12.40,13.90
2024-04-02,2024.0,April    ,4.0,Wellington,New Zealand,14.90,12.50,13.40
2024-04-13,2024.0,April    ,4.0,Wellington,New Zealand,15.20,12.10,13.10
2024-04-06,2024.0,April    ,4.0,Wellington,New Zealand,15.60,9.70,12.40
2024-04-10,2024.0,April    ,4.0,Wellington,New Zealand,18.40,15.50,16.70
